Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
8;1047348;Поступление зарплаты на счет;Покупка автомобиля;1;0.22;мужской;1;0;высшее;менеджер среднего звена;>250;0;44;28;Информационные технологии;ООО;женат / замужем;1;1;0;0;0;0.0428571429;1;0;0;0;0.2;1;4;67;5;0;1;7;95;1;1;1;0;0;0;0
8;1047368;Поступление зарплаты на счет;Обучение;1;0.25;женский;1;0;незаконченное высшее;специалист;>250;0;14;29;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1047388;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.3;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1047408;2НДФЛ;Покупка автомобиля;1;0.49;мужской;2;0;среднее-специальное;вспомогательный персонал;>250;0;10;43;Другое;ОАО;женат / замужем;2;2;2;2;2;0;1;0;0;0;0.3333333333;1;2;44;3;1;0;6;63;0;0;0;0;0;0;0
8;1047428;Поступление зарплаты на счет;Ремонт;1;0.37;мужской;0;0;высшее;менеджер высшего звена;>250;0;69;45;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1047448;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.38;женский;0;0;высшее;вспомогательный персонал;>250;0;66;48;Другое;ООО;холост / не замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
8;1047468;Форма банка (без печати работодателя);Ремонт;1;0.21;мужской;1;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;16;26;Другое;ООО;женат / замужем;2;2;1;1;1;0;0;0;0;0;1;2;0;39;2;1;0;10;27;0;0;0;0;0;0;0
8;1047488;Поступление зарплаты на счет;Ремонт;0;0.28;мужской;1;0;высшее;специалист;>250;0;33;31;Торговля;ООО;женат / замужем;2;2;0;0;0;0;0;0;0;0;0;0;1;3;1;0;1;24;24;0;0;0;0;0;0;0
8;1047508;2НДФЛ;Покупка автомобиля;0;0.3;мужской;2;0;высшее;менеджер среднего звена;>250;0;45;33;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1047528;Форма банка (без печати работодателя);Покупка автомобиля;1;0.21;мужской;2;0;высшее;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1047548;Форма банка (без печати работодателя);Ремонт;0;0.49;женский;1;0;высшее;вспомогательный персонал;>250;0;165;42;Торговля;ООО;женат / замужем;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1047568;Свободная форма с печатью работодателя;Покупка автомобиля;0;0.24;мужской;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1047588;2НДФЛ;Покупка мебели;0;0.29;мужской;0;0;высшее;менеджер высшего звена;< 50;0;67;57;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1047608;Поступление зарплаты на счет;Другое;1;0.2;мужской;1;0;высшее;менеджер среднего звена;>250;0;29;35;Информационные технологии;ЗАО;женат / замужем;0;0;0;0;0;0.0163934426;1;0;0;0;0.25;1;3;60;4;0;0;40;84;1;0;0;0;0;0;0
8;1047628;Форма банка (без печати работодателя);Покупка бытовой техники;0;0.46;женский;2;0;высшее;специалист;>250;0;20;37;Торговля;ООО;разведен / разведена;0;0;0;0;0;0.0555555556;1;0;0;0;0.8;4;1;51;5;2;0;11;37;1;0;0;0;0;0;0
8;1047648;Поступление зарплаты на счет;Ремонт;0;0.18;женский;1;0;высшее;менеджер среднего звена;< 50;1;37;26;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1047668;Поступление зарплаты на счет;Ремонт;1;0.31;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;116;52;Торговля;ООО;женат / замужем;1;0;0;0;0;0.1333333333;0;0;0;0;0;0;3;13;3;0;0;22;42;1;0;0;0;0;0;0
8;1047688;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.33;женский;0;0;высшее;специалист;>250;0;22;27;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1047708;Поступление зарплаты на счет;Ремонт;0;0.57;женский;0;0;высшее;специалист;>250;0;23;26;Другое;ООО;холост / не замужем;1;0;0;0;0;0;1;2;2;0;1;2;0;6;2;1;0;2;2;0;0;0;0;0;0;0
8;1047728;Поступление зарплаты на счет;Ремонт;1;0.35;женский;1;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;37;28;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1047748;Поступление зарплаты на счет;Ремонт;0;0.23;мужской;1;0;высшее;менеджер среднего звена;>250;0;103;44;Торговля;ООО;женат / замужем;1;1;1;1;1;0;1;0;0;0;0.5;1;1;15;2;1;0;27;82;0;0;0;0;0;0;0
8;1047768;Поступление зарплаты на счет;Ремонт;1;0.51;мужской;1;0;среднее-специальное;специалист;>250;0;55;36;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1047788;Поступление зарплаты на счет;Другое;1;0.42;женский;1;0;среднее;рабочий;>250;1;6;38;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1047808;Поступление зарплаты на счет;Покупка автомобиля;1;0.21;мужской;4;0;среднее-специальное;рабочий;>250;1;16;39;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1047828;Форма банка (без печати работодателя);Покупка автомобиля;0;0.22;мужской;0;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1047848;Свободная форма с печатью работодателя;Ремонт;1;0.44;мужской;0;0;высшее;специалист;>250;1;17;27;Информационные технологии;ЗАО;женат / замужем;1;0;0;0;0;0.0066225166;0;0;0;0;0.3636363636;4;7;150;11;2;0;13;75;1;0;0;0;0;0;0
8;1047868;Поступление зарплаты на счет;Ремонт;1;0.32;мужской;0;0;незаконченное высшее;специалист;>250;0;11;23;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1047888;Форма банка (без печати работодателя);Ремонт;1;0.43;мужской;1;0;высшее;менеджер среднего звена;>250;0;48;43;Другое;ОАО;женат / замужем;1;1;1;1;1;0;1;0;0;0;0.4166666667;5;7;252;12;3;1;7;99;0;0;0;0;0;0;0
8;1047908;Поступление зарплаты на счет;Ремонт;0;0.48;мужской;2;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1047928;2НДФЛ;Ремонт;0;;мужской;0;0;второе высшее;другое;;1;76;29;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1047948;Форма банка (без печати работодателя);Покупка автомобиля;1;0.49;мужской;0;0;среднее;вспомогательный персонал;>250;0;30;54;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1047968;Форма банка (без печати работодателя);Покупка автомобиля;1;0.49;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;50;40;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1047988;Поступление зарплаты на счет;Ремонт;1;0.59;женский;0;0;незаконченное высшее;специалист;>250;0;7;25;Другое;ООО;холост / не замужем;2;0;0;0;0;0;0;2;0;0;1;2;0;3;2;1;0;3;3;0;0;0;0;0;0;0
8;1048008;Форма банка (без печати работодателя);Покупка бытовой техники;1;0.54;женский;2;0;высшее;менеджер высшего звена;>250;0;46;39;Другое;ООО;женат / замужем;9;2;1;1;1;0;0;1;0;0;0.4285714286;3;4;42;7;3;0;5;35;0;0;0;0;0;0;0
8;1048028;Форма банка (без печати работодателя);Ремонт;1;0.47;мужской;1;0;высшее;вспомогательный персонал;>250;0;17;35;Другое;ОАО;женат / замужем;3;1;1;1;1;0;0;1;1;1;1;5;0;138;5;0;0;1;56;0;0;0;0;0;0;0
8;1048048;Поступление зарплаты на счет;Ремонт;1;0.38;мужской;0;0;высшее;рабочий;>250;1;43;26;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1048068;2НДФЛ;Ремонт;1;0.49;мужской;0;0;среднее;рабочий;>250;0;123;49;Другое;ЗАО;женат / замужем;8;3;3;3;3;0;0;1;1;0;1;5;0;70;5;3;0;2;35;0;0;0;0;0;0;0
8;1048088;Форма банка (без печати работодателя);Другое;0;0.09;женский;0;0;незаконченное высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1048108;2НДФЛ;Покупка автомобиля;0;0.42;мужской;2;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;41;46;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1048128;2НДФЛ;Ремонт;0;0.2;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;33;27;Другое;ООО;холост / не замужем;3;3;3;3;3;0;1;0;0;0;0;0;1;9;1;0;0;18;18;0;0;0;0;0;0;0
8;1048148;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.09;мужской;1;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;55;48;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1048168;2НДФЛ;Покупка автомобиля;0;0.32;женский;0;0;высшее;менеджер среднего звена;>250;0;92;31;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1048188;Форма банка (без печати работодателя);Ремонт;0;0.51;мужской;1;0;высшее;менеджер среднего звена;>250;0;65;33;Торговля;ООО;женат / замужем;1;1;1;1;0;0.011627907;1;0;0;0;0.75;3;1;85;4;2;1;20;49;1;0;0;0;0;0;0
8;1048208;Форма банка (без печати работодателя);Ремонт;1;0.5;мужской;0;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1048228;Форма банка (без печати работодателя);Другое;0;0.18;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;>250;0;70;58;Другое;ООО;женат / замужем;0;0;0;0;0;0.0317460317;0;1;0;0;1;3;0;61;3;1;0;4;40;1;0;0;0;0;0;0
8;1048248;Форма банка (без печати работодателя);Другое;0;0.55;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;33;52;Торговля;ЗАО;холост / не замужем;5;1;1;0;0;0.0109489051;1;3;2;0;0.2857142857;4;10;271;14;3;2;2;97;1;0;0;0;0;0;0
8;1048268;Поступление зарплаты на счет;Ремонт;0;0.39;женский;1;0;высшее;специалист;>250;1;10;27;Информационные технологии;ЗАО;женат / замужем;0;0;0;0;0;0;0;2;0;0;0.75;3;1;16;4;1;0;3;33;0;0;0;0;0;0;0
8;1048288;Поступление зарплаты на счет;Отпуск;0;0.14;женский;2;0;среднее-специальное;специалист;>250;0;6;23;Информационные технологии;ОАО;холост / не замужем;4;4;3;3;1;0;0;1;1;1;1;1;0;2;1;1;0;1;1;0;0;0;0;0;0;0
8;1048308;Форма банка (без печати работодателя);Ремонт;1;0.57;женский;0;0;среднее;специалист;>250;0;304;55;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1048328;Поступление зарплаты на счет;Ремонт;1;0.38;женский;1;0;среднее-специальное;вспомогательный персонал;>250;0;20;27;Торговля;ООО;женат / замужем;1;1;1;1;1;0.4705882353;0;0;0;0;0.5;1;1;9;2;1;0;13;16;1;0;0;0;0;0;0
